service_at_location_id,organization_id,service_id,location_id,organization_name,service_name,location_name,organization_description,service_description,address_street,city,county,state,postal_code,latitude,longitude,taxonomy_codes,taxonomy_terms,data_owner,status,application_process
211akron-279148,211akron-SUMM106608,211akron-68621,211akron-106609,Semper Fi Fund,Specialized And Adaptive Equipment,Semper Fi Fund,"Provides immediate financial assistance and lifetime support to combat wounded, critically ill, and injured members of all branches of the U.S. Armed Forces and their families. Delivers resources to active service members in need during recovery and transition back to their communities.","Provides equipment to improve quality of life and independence for Service members with disabilities. Equipment includes visual-enhancement devices, software programs for those who cannot type, specialized wheelchairs for those who are unable to ambulate and water softener systems for those with catastrophic burns.","825 College Boulevard, Suite 102, Pmb 609",Oceanside,San Diego,CA,92057,33.24046,-117.294,"LH-0600.5000-970, LH-0600.5000-850, LH-0650.0700","Wheelchairs/Wheeled Mobility, Transfer Devices, Assistive Technology Expense Assistance",211akron,,Visit the website to complete an assistance request form. Each request is reviewed on a case-by-case basis. Case managers will respond within 24 to 48 hours. Call the office for more information.
211alameda-63872899,211alameda-38899292,211alameda-38905557,211alameda-63872897,Mothertobaby ,Mothertobaby,Main Office,"<p>Nonprofit agency provides evidence-based information to mothers, healthcare professionals, and the general public. This information is regarding exposures during pregnancy and while breastfeeding. The free information service is available to: </p><ul style=""list-style-image: none; list-style-type: disc;""><li>pregnant people </li><li>breastfeeding people</li><li>their family members</li><li>health professionals</li><li>the general public </li></ul>",<p>Nationwide service provides free information about exposures during pregnancy and while breastfeeding. The information topics include pregnancy/breastfeeding and:</p><ul>	<li>over-the-counter medications</li>	<li>prescription medications</li>	<li>vitamins/supplements</li>	<li>alcohol/recreational drugs</li>	<li>vaccinations or immunizations</li>	<li>diseases or infections</li>	<li>chemicals</li>	<li>pesticides</li>	<li>occupational exposures</li>	<li>paternal exposures</li><li>cosmetics</li><li>travel</li></ul><p>Please note: </p><p>Offers ongoing services during Public Safety Power Shutoffs (PSPS) and Disasters. Services are available if power is turned off in this facility.</p>,,,,,,32.80064,-117.15423,LH-2700.1700,Disease/Disability Information,211alamedacounty,,"Call, text, visit the website, or email "
211orangec-71622559,211orangec-8630189,211orangec-17209562,211orangec-71615267,United States Department Of Veterans Affairs,Gi Bill Benefits,San Diego Regional Office,"Federal government agency that provides health care, benefits, and services for United States veterans and their dependents.","Provides financial assistance for college, graduate school, and training programs to veterans and their families.",8810 Rio San Diego Drive,San Diego,San Diego,CA,92108,32.777,-117.141,HL-8000.1800-900,Veteran Education Benefits,211orangecounty,,"Apply online, by mail, appointments accepted"
211orangec-47996242,211orangec-8629909,211orangec-47114389,211orangec-8632116,California State Assembly,California State Assembly - 74th District - Assembly Member Laurie Davies,74th District - Assemblymember Laurie Davies,State legislative body serves as the Lower House of the California State Legislature.,"Provides information and representation for a geographic district that introduces, analyzes and debates bills that may become law in the state.","2420 Vista Way, Suite 112",Oceanside,San Diego,CA,92054,33.18388,-117.3362,TD-6600.8000-800,State Legislature Offices,211orangecounty,,"Telephone, Website"
211clearwa-264-242,211clearwa-740,211clearwa-264,211clearwa-242,"National University, Corp.","Veterans, Spouses, And Dependents Scholarship","National University, 9388 Lightwave Avenue","Mission is to build a better future for 41,000 students and more than 3,300 employees. Along with 190+ career-relevant degree programs and a four-week course structure, they also provide support services designed to help students succeed in the classroom, at work, at home, and beyond.","This scholarship is designed to reduce tuition expenses for Veterans and their family members who are not using or do not have access to the Post-9/11 GI Bill or Fry Scholarship. It may be used by spouses and dependents in conjunction with the Dependents’ Educational Assistance (Chapter 35) or with the Montgomery GI Bill® (Chapters 30, 1606, or 1607) when the servicemember is no longer actively serving (and therefore not eligible for the active service tuition rate).",9388 Lightwave Avenue,San Diego,San Diego,CA,92123,32.829291,-117.1271,HL-8000,Student Financial Aid,211clearwater,,"Contact enrollment advisors, enrollment specialists, and/or academic advisors to assist with ensuring eligible individuals qualify and receive this scholarship."
211onedegr-16994_211onedegr-19593,211onedegr-397,211onedegr-16994,211onedegr-19593,International Rescue Committee,Learn Financial Literacy Skills For Refugees,San Diego Office,"International Rescue Committee (IRC) offers assistance to newly arrived refugees with the following services: housing, healthcare, food, English language classes, job search and placement, education, social services, legal support and more.","IRC helps refugees learn about the financial system in the United States, including the benefits, to help them in protecting, supporting, and improving the household lives and financial security.","5348 University Ave., Suite 205",San Diego,,CA,92105,32.74942,-117.0811,DM-2000,Financial Literacy Training,211onedegree,,
211modesto-38012720,211modesto-4604113,211modesto-4605823,211modesto-38012718,California Smokers Helpline,California Smokers Helpline,California Smokers Helpline,Offers free telephone counseling and materials to quit smoking and / or chewing tobacco.,"Provides a number of services to help smokers and other tobacco users quit.<br /><br />Special services are available pregnant, teen and households with children 0-5 years in the home.<br />","9500 Gilman Drive, #0905",La Jolla,San Diego,CA,92093,32.884566,-117.239606,"RX-8450.7900, RX-8250.8000","Smoking/Vaping Cessation, Tobacco Use Education/Prevention",211modesto,,Call or visit website.
211yolo-73357111,211yolo-73357096,211yolo-73357110,211yolo-73357103,Charitable Adult Rides & Services,Car Donations - Charitable Adult Rides & Services,Charitable Adult Rides & Services,Helps nonprofit organizations increase their fundraising and acquire new contributors through turn-key vehicle and real estate donation programs.,Accepts donations of all types of unwanted vehicles. Donated vehicles are sold through the used-car markets to provide funding for a nonprofit organization of the donor's choice. Choose a nonprofit to donate to.Donors may be eligible for a tax deduction.2-1-1 Sacramento cannot endorse any organization listed on the CARS website.,"4669 Murphy Canyon Road, Suite 200",San Diego,San Diego,CA,92123,32.82637,-117.119,TI-1800.9000-050,Automobile Donation Programs,211yolo,,"Call or visit the website to submit an online Vehicle Donation form. Donors can choose a nonprofit to donate to on the website. To donate to a nonprofit not listed on the website, fill out the online donation form and include the name and address of the desired nonprofit. CARS will contact the nonprofit for approval of the donation."
211sacrame-59653223,211sacrame-59653203,211sacrame-5569171,211sacrame-59653221,Charitable Adult Rides & Services,Car Donations - Charitable Adult Rides & Services,Charitable Adult Rides & Services,Helps nonprofit organizations increase their fundraising and acquire new contributors through turn-key vehicle and real estate donation programs.,Accepts donations of all types of unwanted vehicles. Donated vehicles are sold through the used-car markets to provide funding for a nonprofit organization of the donor's choice. Choose a nonprofit to donate to.Donors may be eligible for a tax deduction.2-1-1 Sacramento cannot endorse any organization listed on the CARS website.,"4669 Murphy Canyon Road, Suite 200",San Diego,San Diego,CA,92123,32.82637,-117.119,TI-1800.9000-050,Automobile Donation Programs,211sacramento,,"Call or visit the website to submit an online Vehicle Donation form. Donors can choose a nonprofit to donate to on the website. To donate to a nonprofit not listed on the website, fill out the online donation form and include the name and address of the desired nonprofit. CARS will contact the nonprofit for approval of the donation."
211orangec-90178718,211orangec-90159789,211orangec-90178717,211orangec-90159797,University Of California Health Milk Bank,Donate Milk,Main Office,"Non-profit milk bank offers pasteurized donor human milk for premature infants when mother's milk is not available, the infant's medical condition requires breast milk and a physician prescribes donor milk.",Offers collection of donated human milk by mail or by drop off at the San Diego Blood Bank.,3636 Gateway Center Avenue,San Diego,San Diego,CA,92102,32.714262,-117.113328,LH-0500.1200,Breast Milk Banks,211orangecounty,,Appointments required
